row,part_number,column,value,method,confidence,rule_id,evidence_source,evidence_text,detail
15,566687,LONG_DESC1,"Philips® Light Bulb, 60 W, 2700 K, LED, Candelabra Base, 3",compose,0.85,,,,Every captured attribute rendered in specification order.
15,566687,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"wattage, color_temperature","Item type inferred from co-occurring attributes (wattage, color_temperature); the description never names the item."
15,566687,ATTRIBUTE_LABEL 1,Wattage,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
15,566687,ATTRIBUTE_VALUE 1,60,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
15,566687,ATTRIBUTE_UOM 1,W,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
15,566687,ATTRIBUTE_LABEL 2,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,27k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
15,566687,ATTRIBUTE_VALUE 2,2700,rule,0.92,LMP-K-01,input:Part_Desc,27k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
15,566687,ATTRIBUTE_UOM 2,K,rule,0.92,LMP-K-01,input:Part_Desc,27k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
15,566687,ATTRIBUTE_LABEL 3,Lamp Type,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
15,566687,ATTRIBUTE_VALUE 3,LED,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
15,566687,ATTRIBUTE_LABEL 4,Base Type,rule,0.92,LMP-BAS-01,input:Part_Desc,Cand,Lamp base designation.
15,566687,ATTRIBUTE_VALUE 4,Candelabra Base,rule,0.92,LMP-BAS-01,input:Part_Desc,Cand,Lamp base designation.
15,566687,ATTRIBUTE_LABEL 5,Pack Quantity,rule,0.92,PKG-PK-01,input:Part_Desc,3pk,Multi-pack count.
15,566687,ATTRIBUTE_VALUE 5,3,rule,0.92,PKG-PK-01,input:Part_Desc,3pk,Multi-pack count.
15,566687,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
16,576397,Mfg_Part_Num,576397,input,0.99,,,,Preserved verbatim from the source file.
16,576397,Part_Desc,576394 100/200/300 Led A23 50k,input,0.99,,,,Preserved verbatim from the source file.
16,576397,Part_Manuf,Phillips Lighting (5831),input,0.99,,,,Preserved verbatim from the source file.
16,576397,SKU - MY_PART_NUMBER,X20905,input,0.99,,,,Preserved verbatim from the source file.
16,576397,MANUFACTURER_PART_NUMBER,576397,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,576397,Supplied part number.
16,576397,BRAND_NAME,Philips®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
16,576397,MANUFACTURER_NAME,Signify Holding,registry,0.882,IDN-MFR-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
16,576397,Classpath,Electrical>Lighting & Bulbs>Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
16,576397,Dept,Electrical,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
16,576397,Class,Lighting,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
16,576397,Fine,Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
16,576397,INVOICE_DESC,BULB 5000K A23 LED,compose,0.9,,,,Budget solver fitted 4 facts into 18/40 characters.
16,576397,MOBILE_DESC,"Signify Holding Philips, Light Bulb, 576397, 5000 K, LED, A23",compose,0.88,,,,Identity line sized into the 60-80 character window.
16,576397,SHORT_DESC,"Philips® 576397 Light Bulb, 5000 K, LED, A23",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
16,576397,RETAIL_DESC,"Light Bulb, 5000 K, LED, A23",compose,0.85,,,,Shelf line: series + item type + differentiators.
16,576397,LONG_DESC1,"Philips® Light Bulb, 5000 K, LED, A23",compose,0.85,,,,Every captured attribute rendered in specification order.
16,576397,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"bulb_shape, color_temperature","Item type inferred from co-occurring attributes (bulb_shape, color_temperature); the description never names the item."
16,576397,ATTRIBUTE_LABEL 1,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
16,576397,ATTRIBUTE_VALUE 1,5000,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
16,576397,ATTRIBUTE_UOM 1,K,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
16,576397,ATTRIBUTE_LABEL 2,Lamp Type,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
16,576397,ATTRIBUTE_VALUE 2,LED,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
16,576397,ATTRIBUTE_LABEL 3,Bulb Shape,rule,0.92,LMP-SHP-01,input:Part_Desc,A23,ANSI lamp shape designation.
16,576397,ATTRIBUTE_VALUE 3,A23,rule,0.92,LMP-SHP-01,input:Part_Desc,A23,ANSI lamp shape designation.
16,576397,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
17,LSEL6333ZE,Mfg_Part_Num,LSEL6333ZE,input,0.99,,,,Preserved verbatim from the source file.
17,LSEL6333ZE,Part_Desc,"LSEL6333ZE LG 30"" Elec Range BS-Display Only",input,0.99,,,,Preserved verbatim from the source file.
17,LSEL6333ZE,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
17,LSEL6333ZE,SKU - MY_PART_NUMBER,X43291,input,0.99,,,,Preserved verbatim from the source file.
17,LSEL6333ZE,MANUFACTURER_PART_NUMBER,LSEL6333ZE,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,LSEL6333ZE,Supplied part number.
17,LSEL6333ZE,BRAND_NAME,LG®,registry,0.88,IDN-BRD-01,input:Part_Desc,LG,Approved brand 'LG' found in the description.
17,LSEL6333ZE,MANUFACTURER_NAME,LG Electronics,registry,0.8624,IDN-MFR-01,input:Part_Desc,LG,Approved brand 'LG' found in the description.
17,LSEL6333ZE,Classpath,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,rule,0.9,TAX-039,input:Part_Desc,Range,Matched taxonomy rule TAX-039 on 'Range'.
17,LSEL6333ZE,Dept,Appliances,rule,0.9,TAX-039,input:Part_Desc,Range,Matched taxonomy rule TAX-039 on 'Range'.
17,LSEL6333ZE,Class,Large Appliances,rule,0.9,TAX-039,input:Part_Desc,Range,Matched taxonomy rule TAX-039 on 'Range'.
17,LSEL6333ZE,Fine,Ranges & Ovens,rule,0.9,TAX-039,input:Part_Desc,Range,Matched taxonomy rule TAX-039 on 'Range'.
17,LSEL6333ZE,INVOICE_DESC,RANGE 30IN LSEL6333ZE,compose,0.9,,,,Budget solver fitted 3 facts into 21/40 characters.
17,LSEL6333ZE,MOBILE_DESC,"LG Electronics LG, Range, Elec BS, LSEL6333ZE, 30 in",compose,0.88,,,,"Only 52 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
17,LSEL6333ZE,SHORT_DESC,"LG® Elec BS LSEL6333ZE Range, 30 in",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
17,LSEL6333ZE,RETAIL_DESC,"Elec BS Range, 30 in",compose,0.85,,,,Shelf line: series + item type + differentiators.
17,LSEL6333ZE,LONG_DESC1,"LG® Range, Elec BS, 30 in",compose,0.85,,,,Every captured attribute rendered in specification order.
17,LSEL6333ZE,Product Name,Range,rule,0.77,ITM-LEX-01,input:Part_Desc,range,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
17,LSEL6333ZE,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Elec BS,Capitalised collection name left after brand and item type were removed.
17,LSEL6333ZE,ATTRIBUTE_VALUE 1,Elec BS,rule,0.72,SER-CAP-01,input:Part_Desc,Elec BS,Capitalised collection name left after brand and item type were removed.
17,LSEL6333ZE,ATTRIBUTE_LABEL 2,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
17,LSEL6333ZE,ATTRIBUTE_VALUE 2,30,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
17,LSEL6333ZE,ATTRIBUTE_UOM 2,in,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
17,LSEL6333ZE,ATTRIBUTE_LABEL 3,Display Only,rule,0.92,MRC-DSP-01,input:Part_Desc,Display Only,Showroom display unit; not stocked for shipment.
17,LSEL6333ZE,ATTRIBUTE_VALUE 3,Yes,rule,0.92,MRC-DSP-01,input:Part_Desc,Display Only,Showroom display unit; not stocked for shipment.
17,LSEL6333ZE,UNSPSC,52141502,inferred,0.72,TAX-039,registry:taxonomy,52141502,UNSPSC family for classpath Appliances & Consumer Electronics>Kitchen Appliances>Ranges.
18,C7CEBBS4RW3,Mfg_Part_Num,C7CEBBS4RW3,input,0.99,,,,Preserved verbatim from the source file.
18,C7CEBBS4RW3,Part_Desc,C7CEBBS4RW3 Café Auto Espresso Machine Wh,input,0.99,,,,Preserved verbatim from the source file.
18,C7CEBBS4RW3,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
18,C7CEBBS4RW3,SKU - MY_PART_NUMBER,X40102,input,0.99,,,,Preserved verbatim from the source file.
18,C7CEBBS4RW3,MANUFACTURER_PART_NUMBER,C7CEBBS4RW3,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,C7CEBBS4RW3,Supplied part number.
18,C7CEBBS4RW3,BRAND_NAME,Café®,registry,0.88,IDN-BRD-01,input:Part_Desc,Café,Approved brand 'Café' found in the description.
18,C7CEBBS4RW3,MANUFACTURER_NAME,GE Appliances,registry,0.8624,IDN-MFR-01,input:Part_Desc,Café,Approved brand 'Café' found in the description.
18,C7CEBBS4RW3,Classpath,Appliances & Consumer Electronics>Small Appliances>Countertop Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
18,C7CEBBS4RW3,Dept,Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
18,C7CEBBS4RW3,Class,Small Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
18,C7CEBBS4RW3,Fine,Countertop Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
18,C7CEBBS4RW3,INVOICE_DESC,ESPRESSO MACHINE WH,compose,0.9,,,,Budget solver fitted 2 facts into 19/40 characters.
18,C7CEBBS4RW3,MOBILE_DESC,"GE Appliances Café, Espresso Machine, C7CEBBS4RW3, White",compose,0.88,,,,"Only 56 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
18,C7CEBBS4RW3,SHORT_DESC,"Café® C7CEBBS4RW3 Espresso Machine, White",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
18,C7CEBBS4RW3,RETAIL_DESC,"Espresso Machine, White",compose,0.85,,,,Shelf line: series + item type + differentiators.
18,C7CEBBS4RW3,LONG_DESC1,"Café® Espresso Machine, White",compose,0.85,,,,Every captured attribute rendered in specification order.
18,C7CEBBS4RW3,Product Name,Espresso Machine,rule,0.8039,ITM-LEX-01,input:Part_Desc,espresso machine,Resolved against the item-type vocabulary induced from this catalogue (2 occurrences).
18,C7CEBBS4RW3,ATTRIBUTE_LABEL 1,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
18,C7CEBBS4RW3,ATTRIBUTE_VALUE 1,White,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
18,C7CEBBS4RW3,UNSPSC,52141700,inferred,0.72,TAX-071,registry:taxonomy,52141700,UNSPSC family for classpath Appliances & Consumer Electronics>Small Appliances>Countertop Appliances.
19,KPTDR050A,Mfg_Part_Num,KPTDR050A,input,0.99,,,,Preserved verbatim from the source file.
19,KPTDR050A,Part_Desc,KPTDR050A Kreg 20V Ionic Compact Drill,input,0.99,,,,Preserved verbatim from the source file.
19,KPTDR050A,Part_Manuf,Kreg Tool Company (KRETO),input,0.99,,,,Preserved verbatim from the source file.
19,KPTDR050A,SKU - MY_PART_NUMBER,X47885,input,0.99,,,,Preserved verbatim from the source file.
19,KPTDR050A,MANUFACTURER_PART_NUMBER,KPTDR050A,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,KPTDR050A,Supplied part number.
19,KPTDR050A,BRAND_NAME,Kreg®,registry,0.88,IDN-BRD-01,input:Part_Desc,Kreg,Approved brand 'Kreg' found in the description.
19,KPTDR050A,MANUFACTURER_NAME,Kreg Tool Company,registry,0.8624,IDN-MFR-01,input:Part_Desc,Kreg,Approved brand 'Kreg' found in the description.
19,KPTDR050A,Classpath,Tools & Equipment>Power Tools>Drills,rule,0.9,TAX-029,input:Part_Desc,Drill,Matched taxonomy rule TAX-029 on 'Drill'.
19,KPTDR050A,Dept,Tools,rule,0.9,TAX-029,input:Part_Desc,Drill,Matched taxonomy rule TAX-029 on 'Drill'.
19,KPTDR050A,Class,Power Tools,rule,0.9,TAX-029,input:Part_Desc,Drill,Matched taxonomy rule TAX-029 on 'Drill'.
19,KPTDR050A,Fine,Drills,rule,0.9,TAX-029,input:Part_Desc,Drill,Matched taxonomy rule TAX-029 on 'Drill'.
19,KPTDR050A,INVOICE_DESC,DRILL 20V KPTDR050A,compose,0.9,,,,Budget solver fitted 3 facts into 19/40 characters.
19,KPTDR050A,MOBILE_DESC,"Kreg Tool Company Kreg, Drill, Ionic Compact, KPTDR050A, 20 V",compose,0.88,,,,Identity line sized into the 60-80 character window.
19,KPTDR050A,SHORT_DESC,"Kreg® Ionic Compact KPTDR050A Drill, 20 V",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
19,KPTDR050A,RETAIL_DESC,"Ionic Compact Drill, 20 V",compose,0.85,,,,Shelf line: series + item type + differentiators.
19,KPTDR050A,LONG_DESC1,"Kreg® Drill, Ionic Compact, 20 V",compose,0.85,,,,Every captured attribute rendered in specification order.
19,KPTDR050A,Product Name,Drill,rule,0.7977,ITM-LEX-01,input:Part_Desc,drill,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
19,KPTDR050A,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Ionic Compact,Capitalised collection name left after brand and item type were removed.
19,KPTDR050A,ATTRIBUTE_VALUE 1,Ionic Compact,rule,0.72,SER-CAP-01,input:Part_Desc,Ionic Compact,Capitalised collection name left after brand and item type were removed.
19,KPTDR050A,ATTRIBUTE_LABEL 2,Voltage Rating,rule,0.92,ELE-V-01,input:Part_Desc,20V,Voltage token; dual ratings kept as '12/20'.
19,KPTDR050A,ATTRIBUTE_VALUE 2,20,rule,0.92,ELE-V-01,input:Part_Desc,20V,Voltage token; dual ratings kept as '12/20'.
19,KPTDR050A,ATTRIBUTE_UOM 2,V,rule,0.92,ELE-V-01,input:Part_Desc,20V,Voltage token; dual ratings kept as '12/20'.
19,KPTDR050A,UNSPSC,27112000,inferred,0.72,TAX-029,registry:taxonomy,27112000,UNSPSC family for classpath Tools & Equipment>Power Tools>Drills.
20,1513708,Mfg_Part_Num,1513708,input,0.99,,,,Preserved verbatim from the source file.
20,1513708,Part_Desc,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking,input,0.99,,,,Preserved verbatim from the source file.
20,1513708,Part_Manuf,Boise Cascade Building Materials (BOICA),input,0.99,,,,Preserved verbatim from the source file.
20,1513708,SKU - MY_PART_NUMBER,X19204,input,0.99,,,,Preserved verbatim from the source file.
20,1513708,MANUFACTURER_PART_NUMBER,1513708,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,1513708,Supplied part number.
20,1513708,BRAND_NAME,Trex®,registry,0.88,IDN-BRD-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
20,1513708,MANUFACTURER_NAME,"Trex Company, Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
20,1513708,Classpath,Building Materials>Decking>Composite & PVC Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
20,1513708,Dept,Building Materials,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
20,1513708,Class,Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
20,1513708,Fine,Composite Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
20,1513708,INVOICE_DESC,DECKING 1IN X 6IN 16FT SQ EDG,compose,0.9,,,,Budget solver fitted 4 facts into 29/40 characters.
20,1513708,MOBILE_DESC,"Trex Company, Inc. Trex, Decking, Transcend Lineage, 1513708",compose,0.88,,,,Identity line sized into the 60-80 character window.
20,1513708,SHORT_DESC,"Trex® Transcend Lineage 1513708 Decking, 1 in x 6 in, 16 ft, Square Edge",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
20,1513708,RETAIL_DESC,"Transcend Lineage Decking, 1 in x 6 in, 16 ft, Square Edge",compose,0.85,,,,Shelf line: series + item type + differentiators.
20,1513708,LONG_DESC1,"Trex® Decking, Transcend Lineage, 1 in x 6 in, 16 ft, Square Edge",compose,0.85,,,,Every captured attribute rendered in specification order.
20,1513708,Product Name,Decking,rule,0.8417,ITM-LEX-01,input:Part_Desc,decking,Resolved against the item-type vocabulary induced from this catalogue (5 occurrences).
20,1513708,ATTRIBUTE_LABEL 1,Nominal Size,spec,0.9,,,,"Attribute slot 1 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
20,1513708,ATTRIBUTE_VALUE 1,1 in x 6 in,rule,0.92,DIM-NOM-01,input:Part_Desc,1nx6-16',"Decking nominal profile: thickness x width, length carried separately."
20,1513708,ATTRIBUTE_LABEL 2,Length,spec,0.9,,,,"Attribute slot 2 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
20,1513708,ATTRIBUTE_VALUE 2,16,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-16',Board length in feet from the '-NN'' suffix.
20,1513708,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-16',Board length in feet from the '-NN'' suffix.
20,1513708,ATTRIBUTE_LABEL 3,Edge Profile,spec,0.9,,,,"Attribute slot 3 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
20,1513708,ATTRIBUTE_VALUE 3,Square Edge,rule,0.92,DEC-EDG-01,input:Part_Desc,Sq Edge,"Board edge profile; a grooved board takes hidden fasteners, a square edge does not."
20,1513708,ATTRIBUTE_LABEL 4,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
20,1513708,ATTRIBUTE_VALUE 4,Transcend Lineage,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
20,1513708,UNSPSC,30103600,inferred,0.72,TAX-050,registry:taxonomy,30103600,UNSPSC family for classpath Building Materials>Decking>Composite & PVC Decking.
21,38-E,Mfg_Part_Num,38-E,input,0.99,,,,Preserved verbatim from the source file.
21,38-E,Part_Desc,Dark Chocolate 38-E Mortar - Type N,input,0.99,,,,Preserved verbatim from the source file.
21,38-E,Part_Manuf,Rees Cast Stone Company (REECA),input,0.99,,,,Preserved verbatim from the source file.
21,38-E,SKU - MY_PART_NUMBER,X24146,input,0.99,,,,Preserved verbatim from the source file.
21,38-E,MANUFACTURER_PART_NUMBER,38-E,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,38-E,Supplied part number.
21,38-E,BRAND_NAME,Rees Cast Stone Company,input,0.58,IDN-BRD-01,input:Part_Manuf,Rees Cast Stone Company (REECA),"Supplier is not a known distributor, so it is treated as the manufacturer. This name is NOT on the approved list and needs verification before publication."
21,38-E,MANUFACTURER_NAME,Rees Cast Stone Company,input,0.5684,IDN-MFR-01,input:Part_Manuf,Rees Cast Stone Company (REECA),"Supplier is not a known distributor, so it is treated as the manufacturer. This name is NOT on the approved list and needs verification before publication."
21,38-E,Classpath,Building Materials>Masonry>Mortar & Grout,rule,0.9,TAX-054,input:Part_Desc,Mortar,Matched taxonomy rule TAX-054 on 'Mortar'.
21,38-E,Dept,Building Materials,rule,0.9,TAX-054,input:Part_Desc,Mortar,Matched taxonomy rule TAX-054 on 'Mortar'.
21,38-E,Class,Masonry,rule,0.9,TAX-054,input:Part_Desc,Mortar,Matched taxonomy rule TAX-054 on 'Mortar'.
21,38-E,Fine,Mortar,rule,0.9,TAX-054,input:Part_Desc,Mortar,Matched taxonomy rule TAX-054 on 'Mortar'.
21,38-E,INVOICE_DESC,MORTAR 38-E,compose,0.9,,,,Budget solver fitted 2 facts into 11/40 characters.
21,38-E,MOBILE_DESC,"Rees Cast Stone Company Rees Cast Stone Company, Mortar, Dark Chocolate, 38-E",compose,0.88,,,,Identity line sized into the 60-80 character window.
21,38-E,SHORT_DESC,Rees Cast Stone Company Dark Chocolate 38-E Mortar,compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
21,38-E,RETAIL_DESC,Dark Chocolate Mortar,compose,0.85,,,,Shelf line: series + item type + differentiators.
21,38-E,LONG_DESC1,"Rees Cast Stone Company Mortar, Dark Chocolate",compose,0.85,,,,Every captured attribute rendered in specification order.
21,38-E,Product Name,Mortar,rule,0.77,ITM-LEX-01,input:Part_Desc,mortar,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
21,38-E,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Dark Chocolate,Capitalised collection name left after brand and item type were removed.
21,38-E,ATTRIBUTE_VALUE 1,Dark Chocolate,rule,0.72,SER-CAP-01,input:Part_Desc,Dark Chocolate,Capitalised collection name left after brand and item type were removed.
21,38-E,UNSPSC,30111500,inferred,0.72,TAX-054,registry:taxonomy,30111500,UNSPSC family for classpath Building Materials>Masonry>Mortar & Grout.
22,S3709,Mfg_Part_Num,S3709,input,0.99,,,,Preserved verbatim from the source file.
22,S3709,Part_Desc,S3709 25W Incan 27K,input,0.99,,,,Preserved verbatim from the source file.
22,S3709,Part_Manuf,Satco Prod Inc (5573),input,0.99,,,,Preserved verbatim from the source file.
22,S3709,SKU - MY_PART_NUMBER,X24129,input,0.99,,,,Preserved verbatim from the source file.
22,S3709,MANUFACTURER_PART_NUMBER,S3709,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,S3709,Supplied part number.
22,S3709,BRAND_NAME,Satco®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Satco Prod Inc (5573),Supplier string normalised to the approved manufacturer.
22,S3709,MANUFACTURER_NAME,"Satco Products, Inc.",registry,0.882,IDN-MFR-01,input:Part_Manuf,Satco Prod Inc (5573),Supplier string normalised to the approved manufacturer.
22,S3709,Classpath,Electrical>Lighting & Bulbs>Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
22,S3709,Dept,Electrical,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
22,S3709,Class,Lighting,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
22,S3709,Fine,Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
22,S3709,INVOICE_DESC,BULB 25W 2700K,compose,0.9,,,,Budget solver fitted 3 facts into 14/40 characters.
22,S3709,MOBILE_DESC,"Satco Products, Inc. Satco, Light Bulb, S3709, 25 W, 2700 K",compose,0.88,,,,"Only 59 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
22,S3709,SHORT_DESC,"Satco® S3709 Light Bulb, 25 W, 2700 K",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
22,S3709,RETAIL_DESC,"Light Bulb, 25 W, 2700 K",compose,0.85,,,,Shelf line: series + item type + differentiators.
22,S3709,LONG_DESC1,"Satco® Light Bulb, 25 W, 2700 K",compose,0.85,,,,Every captured attribute rendered in specification order.
22,S3709,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"wattage, color_temperature","Item type inferred from co-occurring attributes (wattage, color_temperature); the description never names the item."
22,S3709,ATTRIBUTE_LABEL 1,Wattage,rule,0.92,ELE-W-01,input:Part_Desc,25W,Wattage token.
22,S3709,ATTRIBUTE_VALUE 1,25,rule,0.92,ELE-W-01,input:Part_Desc,25W,Wattage token.
22,S3709,ATTRIBUTE_UOM 1,W,rule,0.92,ELE-W-01,input:Part_Desc,25W,Wattage token.
22,S3709,ATTRIBUTE_LABEL 2,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
22,S3709,ATTRIBUTE_VALUE 2,2700,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
22,S3709,ATTRIBUTE_UOM 2,K,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
22,S3709,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
23,653258,Mfg_Part_Num,653258,input,0.99,,,,Preserved verbatim from the source file.
23,653258,Part_Desc,"5/8"" 4x9 Drywall Firelite",input,0.99,,,,Preserved verbatim from the source file.
23,653258,Part_Manuf,Certainteed Gypsum (2765),input,0.99,,,,Preserved verbatim from the source file.
23,653258,SKU - MY_PART_NUMBER,X48129,input,0.99,,,,Preserved verbatim from the source file.
23,653258,MANUFACTURER_PART_NUMBER,653258,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,653258,Supplied part number.
23,653258,BRAND_NAME,CertainTeed®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Certainteed Gypsum (2765),Supplier string normalised to the approved manufacturer.
23,653258,MANUFACTURER_NAME,CertainTeed LLC,registry,0.882,IDN-MFR-01,input:Part_Manuf,Certainteed Gypsum (2765),Supplier string normalised to the approved manufacturer.
23,653258,INVOICE_DESC,FIRELITE 4IN X 9IN DRYWALL,compose,0.9,,,,Budget solver fitted 3 facts into 26/40 characters.
23,653258,MOBILE_DESC,"CertainTeed LLC CertainTeed, Firelite, 653258, 4 in x 9 in, Drywall",compose,0.88,,,,Identity line sized into the 60-80 character window.
23,653258,SHORT_DESC,"CertainTeed® 653258 Firelite, 4 in x 9 in, Drywall",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
